beta,X,Gs1,Gs2,Gs3
3f847ae147ae147b,3f50624dd2f1a9fc,3f50624dd27c61fd,3ea0c6f7a079e144,3de6e80fe00297cb
3f847ae147ae147b,3f70777cc33387ef,3f70777cbbc2749c,3ee0f275d6373623,3e47415c62b3bf70
3f847ae147ae147b,3f7cd66611aaa55f,3f7cd665e9b2a0bf,3ef9fccf035a155d,3e6f39c39d552eaf
3f847ae147ae147b,3f849aa7b010e168,3f849aa775c08f2a,3f0a8879f578e3d7,3e86c76020521931
3f847ae147ae147b,3f8aca1c574c7020,3f8aca1bd71fb784,3f166d6a5e1c83ee,3e9908bc0e665aad
3f847ae147ae147b,3f907cc87f43ff6b,3f907cc807bfc53b,3f20fd5dee78e3e9,3ea757d35d65af74
3f847ae147ae147b,3f939482d2e1c6c8,3f9394820ab464a5,3f27f618b2c73fa2,3eb38c6e955ff862
3f847ae147ae147b,3f96ac3d267f8e24,3f96ac3befb21ac9,3f301072b8a70843,3ebe5a1043e595ab
3f847ae147ae147b,3f99c3f77a1d5580,3f99c3f5b1fd489e,3f34bee20ec6d65b,3ec64590a106f238
3f847ae147ae147b,3f9cdbb1cdbb1cdb,3f9cdbaf4cda4f51,3f3a065a54990284,3ecf4afa0939cf03
3f847ae147ae147b,3f9ff36c2158e437,3f9ff368bb8d904e,3f3fe6db8209529d,3ed53c36cc733b4e
3f847ae147ae147b,3fa185933a7b55ca,3fa18590fcadb6a0,3f433032c70cacfe,3edc048a458d96bb
3f847ae147ae147b,3fa31170644a3978,3fa3116d80c4240f,3f46b97c37703cb9,3ee20e0605cfb760
3f847ae147ae147b,3fa49d4d8e191d26,3fa49d49e7ac419a,3f4a8f4a0cc5efba,3ee6d0285c2da32d
3f847ae147ae147b,3fa6292ab7e800d4,3fa629262f084091,3f4eb19c412f440a,3eec577671a2b4dd
3f847ae147ae147b,3fa7b507e1b6e481,3fa7b502547a5276,3f519039672c4f46,3ef1595d4861aa64
3f847ae147ae147b,3fa940e50b85c830,3fa940de55a4a902,3f53ede6d6bca58c,3ef4f85f816fc59c
3f847ae147ae147b,3faaccc23554abde,3faaccba3029761f,3f5671d66ba9be2e,3ef9102707f62eeb
3f847ae147ae147b,3fac589f5f238f8b,3fac5895e1aaebf4,3f591c08221a2609,3efda818ff3696c8
3f847ae147ae147b,3fade47c88f2733a,3fade47167cb3cee,3f5bec7bf5f9dd7f,3f0163cd44d7450d
3f847ae147ae147b,3faf7059b2c156e7,3faf704cc02c9bb0,3f5ee331e2fa5874,3f043b086486107c
3f847ae147ae147b,3fb07e1b6e481d4b,3fb07e13f4389d97,3f610014f2493f34,3f075d706f1156d0
3f847ae147ae147b,3fb1440a032f8f22,3fb144016f1da750,3f62a1b1faff5532,3f0aceb7f46fb593
3f847ae147ae147b,3fb209f8981700f9,3fb209eecf9684c6,3f6456700920558c,3f0e9291841f1640
3f847ae147ae147b,3fb2cfe72cfe72d0,3fb2cfdc14744fe5,3f661e4f1a0fe16d,3f115657d68f82ce
3f847ae147ae147b,3fb395d5c1e5e4a7,3fb395c93c8822c2,3f67f94f2b1453d6,3f1390627ef58597
3f847ae147ae147b,3fb45bc456cd567e,3fb45bb646a317a0,3f69e7703956c1a4,3f15f942023a8054
3f847ae147ae147b,3fb521b2ebb4c855,3fb521a3319648ef,3f6be8b241e2f991,3f1892cfa70fb4ad
3f847ae147ae147b,3fb5e7a1809c3a2c,3fb5e78ffc32d14d,3f6dfd1541a78440,3f1b5ee4b3dbe4d7
3f847ae147ae147b,3fb6ad901583ac03,3fb6ad7ca549cb8d,3f70124c9abad21d,3f1e5f5a6eb87f40
3f847ae147ae147b,3fb7737eaa6b1dd9,3fb773692bac52b1,3f712f9f0d00aaf9,3f20cb050eb76526
3f847ae147ae147b,3fb8396d3f528fb1,3fb839558e2b81f5,3f725681f5f0a7ec,3f22826682ba8812
3f847ae147ae147b,3fb8ff5bd43a0188,3fb8ff41cb9874c8,3f7386f553c78125,3f2456be35f5e527
3f847ae147ae147b,3fb9c54a6921735e,3fb9c52de2c446d2,3f74c0f924b34bd0,3f2648f8cacd66b7
3f847ae147ae147b,3fba8b38fe08e536,3fba8b19d28013fa,3f76048d66d37a26,3f285a02e3773a9c
3f847ae147ae147b,3fbb512792f0570d,3fbb5105999cf85c,3f7751b21838db53,3f2a8ac921fa67e3
3f847ae147ae147b,3fbc171627d7c8e3,3fbc16f136ec1057,3f78a86736e59b98,3f2cdc38282d64d7
3f847ae147ae147b,3fbcdd04bcbf3aba,3fbcdcdca93e788b,3f7a08acc0cd443c,3f2f4f3c97b4accf
3f847ae147ae147b,3fbda2f351a6ac92,3fbda2c7ef654dd8,3f7b7282b3d4bb94,3f30f2618900ab07
3f847ae147ae147b,3fbe68e1e68e1e69,3fbe68b30831ad5f,3f7ce5e90dd24501,3f324edc1c27d3c9
3f847ae147ae147b,3fbf2ed07b75903f,3fbf2e9df274b48a,3f7e62dfcc8d80fc,3f33bd8455d2d789
3f847ae147ae147b,3fbff4bf105d0217,3fbff488acff810a,3f7fe966edbf6d1d,3f353ed08668eb69
3f847ae147ae147b,3fc05d56d2a239f7,3fc05d399b51986c,3f80bcbf37893203,3f36d336fe34bdb8
3f847ae147ae147b,3fc0c04e1d15f2e2,3fc0c02ec718711b,3f81899327110ec1,3f387b2e0d63c0e9
3f847ae147ae147b,3fc123456789abce,3fc12323d93cd9db,3f825b2f443dd742,3f3a372c04057691
3f847ae147ae147b,3fc1863cb1fd64b9,3fc18618d127621c,3f8331938dcec48a,3f3c07a7320aba39
3f847ae147ae147b,3fc1e933fc711da5,3fc1e90dae409976,3f840cc0027bbe3a,3f3ded15e7450c73
3f847ae147ae147b,3fc24c2b46e4d690,3fc24c026ff10fa7,3f84ecb4a0f55a83,3f3fe7ee7365dda3
3f847ae147ae147b,3fc2af2291588f7c,3fc2aef715a1549d,3f85d17167e4de37,3f40fc5392feec8f
3f847ae147ae147b,3fc31219dbcc4867,3fc311eb9eb9f86c,3f86baf655ec3cba,3f420fdb273e17f6
3f847ae147ae147b,3fc3751126400153,3fc374e00aa38b56,3f87a94369a61815,3f432ec91e16f1f2
3f847ae147ae147b,3fc3d80870b3ba3e,3fc3d7d458c69dc7,3f889c58a1a5c0e6,3f4459589f1e8939
3f847ae147ae147b,3fc43affbb27732a,3fc43ac8888bc05d,3f899435fc77367b,3f458fc4d1d81fe0
3f847ae147ae147b,3fc49df7059b2c15,3fc49dbc995b83e0,3f8a90db789f26b4,3f46d248ddb4d0b5
3f847ae147ae147b,3fc500ee500ee501,3fc500b08a9e794b,3f8b9249149aee26,3f48211fea1334d3
3f847ae147ae147b,3fc563e59a829ded,3fc563a45bbd31c7,3f8c987ecee09806,3f497c851e3f090b
3f847ae147ae147b,3fc5c6dce4f656d8,3fc5c6980c203ead,3f8da37ca5dede32,3f4ae4b3a170d35f
3f847ae147ae147b,3fc629d42f6a0fc3,3fc6298b9b30318c,3f8eb34297fd293c,3f4c59e69acd8887
3f847ae147ae147b,3fc68ccb79ddc8af,3fc68c7f08559c24,3f8fc7d0a39b9061,3f4ddc5931663160
3f847ae147ae147b,3fc6efc2c451819a,3fc6ef7252f91068,3f90709363896cc7,3f4f6c468c379061
3f847ae147ae147b,3fc752ba0ec53a85,3fc752657a832080,3f90ffa2805a3cb4,3f5084f4e914e394
3f847ae147ae147b,3fc7b5b15938f372,3fc7b5587e5c5ece,3f919115a76549a6,3f515abf1507fdf3
3f847ae147ae147b,3fc818a8a3acac5d,3fc8184b5ded5de2,3f9224ecd7cbfca2,3f52379f5d53ff63
3f847ae147ae147b,3fc87b9fee206548,3fc87b3e189eb08b,3f92bb2810ac1615,3f531bb3554cf7cd
3f847ae147ae147b,3fc8de9738941e34,3fc8de30add8e9ce,3f9353c7511fadc4,3f540718903bf197
3f847ae147ae147b,3fc9418e8307d71f,3fc941231d049ce8,3f93eeca983d32d7,3f54f9eca15ec461
3f847ae147ae147b,3fc9a485cd7b900a,3fc9a415658a5d52,3f948c31e5176bd9,3f55f44d1be7e7ce
3f847ae147ae147b,3fca077d17ef48f6,3fca070786d2bec1,3f952bfd36bd76b9,3f56f65792fe4639
3f847ae147ae147b,3fca6a74626301e2,3fca69f980465524,3f95ce2c8c3ac8c8,3f58002999bd0f72
3f847ae147ae147b,3fcacd6bacd6bace,3fcacceb514db4a7,3f9672bfe4972ec2,3f5911e0c3338b83
3f847ae147ae147b,3fcb3062f74a73b9,3fcb2fdcf95171b4,3f9719b73ed6ccc3,3f5a2b9aa264ed5d
3f847ae147ae147b,3fcb935a41be2ca4,3fcb92ce77ba20f5,3f97c31299fa1e5b,3f5b4d74ca4825b0
3f847ae147ae147b,3fcbf6518c31e58f,3fcbf5bfcbf05753,3f986ed1f4fdf67f,3f5c778ccdc7b591
3f847ae147ae147b,3fcc5948d6a59e7b,3fcc58b0f55ca9f8,3f991cf54edb7f92,3f5daa003fc18146
3f847ae147ae147b,3fccbc4021195766,3fccbba1f367ae4e,3f99cd7ca6883b63,3f5ee4ecb306a2f6
3f847ae147ae147b,3fcd1f376b8d1053,3fcd1e92c579fa05,3f9a8067faf60336,3f601437dd2d9ec0
3f847ae147ae147b,3fcd822eb600c93e,3fcd81836afc2309,3f9b35b74b1307b8,3f60ba53743b2787
3f847ae147ae147b,3fcde52600748229,3fcde473e356bf92,3f9bed6a95c9d110,3f6164d7e800c203
3f847ae147ae147b,3fce481d4ae83b15,3fce47642df2661a,3f9ca781da013edb,3f6213d401cc84d5
3f847ae147ae147b,3fceab14955bf400,3fceaa544a37ad5f,3f9d63fd169c8822,3f62c7568ae5b068
3f847ae147ae147b,3fcf0e0bdfcfaceb,3fcf0d44378f2c6a,3f9e22dc4a7b3b71,3f637f6e4c8c985f
3f847ae147ae147b,3fcf71032a4365d7,3fcf7033f5617a8a,3f9ee41f74793ec9,3f643c2a0ffa8ce9
3f847ae147ae147b,3fcfd3fa74b71ec3,3fcfd32383172f55,3f9fa7c6936ecfaa,3f64fd989e61c41f
3f847ae147ae147b,3fd01b78df956bd7,3fd01b09700c7156,3fa036e8d3184185,3f65c3c8c0ed4369
3f847ae147ae147b,3fd04cf484cf484d,3fd04c8105e7965d,3fa09b2055c7a2b1,3f668ec940c0c8de
3f847ae147ae147b,3fd07e702a0924c3,3fd07df882d152fd,3fa10089d12c2d59,3f675ea8e6f8b49f
3f847ae147ae147b,3fd0afebcf430138,3fd0af6fe67df394,3fa1672544aaaf39,3f6833767ca9f232
3f847ae147ae147b,3fd0e167747cddae,3fd0e0e730a1c4af,3fa1cef2afa621d2,3f690d40cae1e1f8
3f847ae147ae147b,3fd112e319b6ba24,3fd1125e60f112fa,3fa237f2117faa6a,3f69ec169aa6426d
3f847ae147ae147b,3fd1445ebef0969a,3fd143d577202b4d,3fa2a22369969a08,3f6ad006b4f5199e
3f847ae147ae147b,3fd175da642a730f,3fd1754c72e35aa5,3fa30d86b7486d75,3f6bb91fe2c49e79
3f847ae147ae147b,3fd1a75609644f85,3fd1a6c353eeee2d,3fa37a1bf9f0cd4d,3f6ca770ed032245
3f847ae147ae147b,3fd1d8d1ae9e2bfb,3fd1d83a19f73333,3fa3e7e330e98de6,3f6d9b089c96f9e8
3f847ae147ae147b,3fd20a4d53d80870,3fd209b0c4b07730,3fa456dc5b8aaf60,3f6e93f5ba5e6746
3f847ae147ae147b,3fd23bc8f911e4e6,3fd23b2753cf07ca,3fa4c707792a5dab,3f6f92470f2f82c8
3f847ae147ae147b,3fd26d449e4bc15c,3fd26c9dc70732cc,3fa53864891cf07d,3f704b05b1ec1243
3f847ae147ae147b,3fd29ec043859dd2,3fd29e141e0d462f,3fa5aaf38ab4eb54,3f70cfa8c08ee6e3
3f847ae147ae147b,3fd2d03be8bf7a48,3fd2cf8a58959017,3fa61eb47d42fd7f,3f71571417dec92f
3f847ae147ae147b,3fd301b78df956bd,3fd3010076545ed1,3fa693a760160214,3f71e14f1c3600ff
3f847ae147ae147b,3fd3333333333333,3fd3327676fe00dc,3fa709cc327b0002,3f726e6131ea88da
3fa4955bf40069eb,3f50624dd2f1a9fc,3f50624dd11a2b73,3ea0c6f79fc485da,3de6e80fdf6e0675
3fa4955bf40069eb,3f70777cc33387ef,3f70777ca548be2d,3ee0f275caa66eaa,3e47415c592e0713
3fa4955bf40069eb,3f7cd66611aaa55f,3f7cd66570fbde8d,3ef9fcceccf5bca4,3e6f39c3761e99ab
3fa4955bf40069eb,3f849aa7b010e168,3f849aa6c5a205ba,3f0a887984129f73,3e86c75fe5e884e3
3fa4955bf40069eb,3f8aca1c574c7020,3f8aca1a5402b44e,3f166d69bc123a1c,3e9908bba1e01cf1
3fa4955bf40069eb,3f907cc87f43ff6b,3f907cc69ec907f6,3f20fd5d347df0e2,3ea757d2c4148f79
3fa4955bf40069eb,3f939482d2e1c6c8,3f93947fae2118bb,3f27f61740d9f23e,3eb38c6de04b6340
3fa4955bf40069eb,3f96ac3d267f8e24,3f96ac3845029b55,3f3010716c1c72f8,3ebe5a0ecaea17e3
3fa4955bf40069eb,3f99c3f77a1d5580,3f99c3f05066a189,3f34bedfe42dc3ea,3ec6458f3bca2e20
3fa4955bf40069eb,3f9cdbb1cdbb1cdb,3f9cdba7bd464075,3f3a0656ebd3c5fa,3ecf4af7938fb58e
3fa4955bf40069eb,3f9ff36c2158e437,3f9ff35e789a9109,3f3fe6d66293d001,3ed53c34c0abf3f8
3fa4955bf40069eb,3fa185933a7b55ca,3fa1858a37ae583c,3f43302f1222db34,3edc048706385cdb
3fa4955bf40069eb,3fa31170644a3978,3fa31164c742e057,3f46b9770489e603,3ee20e038b5df52b
3fa4955bf40069eb,3fa49d4d8e191d26,3fa49d3ee1877462,3f4a8f42f2bd7191,3ee6d024b33ba7d3
3fa4955bf40069eb,3fa6292ab7e800d4,3fa629187cf8aabd,3f4eb192c525273a,3eec57713073910b
3fa4955bf40069eb,3fa7b507e1b6e481,3fa7b4f190131cd2,3f5190333128f891,3ef159599a037738
3fa4955bf40069eb,3fa940e50b85c830,3fa940ca11536755,3f53edded77efd70,3ef4f85a74ef7968
3fa4955bf40069eb,3faaccc23554abde,3faacca1f7362a78,3f5671cc47065905,3ef910203c38e414
3fa4955bf40069eb,3fac589f5f238f8b,3fac587938380a2a,3f591bfb7045637e,3efda8100033c912
3fa4955bf40069eb,3fade47c88f2733a,3fade44fcad5ae52,3f5bec6c42d716d4,3f0163c7670fdc31
3fa4955bf40069eb,3faf7059b2c156e7,3faf7025a58bc305,3f5ee31ead6b0f13,3f043b00d7fd20a0
3fa4955bf40069eb,3fb07e1b6e481d4b,3fb07dfd5f6b7c64,3f6100094ee2c575,3f075d66d628b9ee
3fa4955bf40069eb,3fb1440a032f8f22,3fb143e7869a0260,3f62a1a4005fb5fc,3f0aceabe30b3144
3fa4955bf40069eb,3fb209f8981700f9,3fb209d1438fd07b,3f64565f61231bac,3f0e92827e37d1be
3fa4955bf40069eb,3fb2cfe72cfe72d0,3fb2cfba918b4646,3f661e3b66ae0b0e,3f11564e92a2f49a
3fa4955bf40069eb,3fb395d5c1e5e4a7,3fb395a36bcac600,3f67f938060beadf,3f13905729dd048f
3fa4955bf40069eb,3fb45bc456cd567e,3fb45b8bcd8cb4ab,3f69e75533d2745e,3f15f9344177a3c0
3fa4955bf40069eb,3fb521b2ebb4c855,3fb52173b20f7a33,3f6be892e421b386,3f1892bf15003ff0
3fa4955bf40069eb,3fb5e7a1809c3a2c,3fb5e75b14918182,3f6dfcf10aa40766,3f1b5ed0ded8ca2a
3fa4955bf40069eb,3fb6ad901583ac03,3fb6ad41f05138a7,3f701237cd471131,3f1e5f42d82c574f
3fa4955bf40069eb,3fb7737eaa6b1dd9,3fb77328408d10e8,3f712f87434f853d,3f20caf71c71e04c
3fa4955bf40069eb,3fb8396d3f528fb1,3fb8390e00837eec,3f725666e0900cde,3f2282561bcd222b
3fa4955bf40069eb,3fb8ff5bd43a0188,3fb8fef32b72facd,3f7386d69df27f37,3f2456ab04c91331
3fa4955bf40069eb,3fb9c54a6921735e,3fb9c4d7bc9a0039,3f74c0d67425ddc0,3f2648e27154a876
3fa4955bf40069eb,3fba8b38fe08e536,3fba8abbaf370e97,3f7604665b9e5476,3f2859e8faa6fa98
3fa4955bf40069eb,3fbb512792f0570d,3fbb509efe88a915,3f7751864c9539f8,3f2a8aab39399607
3fa4955bf40069eb,3fbc171627d7c8e3,3fbc1681a5cd56d0,3f78a8363f090fc8,3f2cdc15c4c2cb79
3fa4955bf40069eb,3fbcdd04bcbf3aba,3fbcdc63a043a2f4,3f7a08762abd827b,3f2f4f1534300058
3fa4955bf40069eb,3fbda2f351a6ac92,3fbda244e92a1cd0,3f7b7246073b69e1,3f30f24b0ecfff88
3fa4955bf40069eb,3fbe68e1e68e1e69,3fbe68257bbf57f5,3f7ce5a5cbd0c93c,3f324ec28b2ea3cc
3fa4955bf40069eb,3fbf2ed07b75903f,3fbf2e055341ec59,3f7e62956f90cf7f,3f33bd67596c2ff3
3fa4955bf40069eb,3fbff4bf105d0217,3fbff3e46af07674,3f7fe914e953d781,3f353eafc3511238
3fa4955bf40069eb,3fc05d56d2a239f7,3fc05ce15f04cba9,3f80bc9217dbb415,3f36d31212330c47
3fa4955bf40069eb,3fc0c04e1d15f2e2,3fc0bfd023e5fa5f,3f8189619c8f1a5b,3f387b048ef25b90
3fa4955bf40069eb,3fc123456789abce,3fc122be81bb1cae,3f825af8fdd80e7f,3f3a36fd81f6e191
3fa4955bf40069eb,3fc1863cb1fd64b9,3fc185ac76238a5e,3f83315836ad16c8,3f3c0773332d4c06
3fa4955bf40069eb,3fc1e933fc711da5,3fc1e899febe9dc4,3f840c7f41e7500d,3f3decdbea043d53
3fa4955bf40069eb,3fc24c2b46e4d690,3fc24b87192bb3c9,3f84ec6e1a426dc0,3f3fe7aded6974ba
3fa4955bf40069eb,3fc2af2291588f7c,3fc2ae73c30a2bfd,3f85d124ba5cba1f,3f40fc2fc1e37b62
3fa4955bf40069eb,3fc31219dbcc4867,3fc3115ff9f968a5,3f86baa31cb71646,3f420fb379801abe
3fa4955bf40069eb,3fc3751126400153,3fc3744bbb98cec9,3f87a8e93bb4fa62,3f432e9d40379c72
3fa4955bf40069eb,3fc3d80870b3ba3e,3fc3d7370587c641,3f889bf7119c75c0,3f4459283870e397
3fa4955bf40069eb,3fc43affbb27732a,3fc43a21d565b9c8,3f8993cc98962f07,3f458f8f844b46a5
3fa4955bf40069eb,3fc49df7059b2c15,3fc49d0c28d21706,3f8a9069caad6440,3f46d20e459d2388
3fa4955bf40069eb,3fc500ee500ee501,3fc4fff5fd6c4ea3,3f8b91cea1cfeb18,3f4820df9df273f0
3fa4955bf40069eb,3fc563e59a829ded,3fc562df50d3d450,3f8c97fb17ce30f0,3f497c3eae8b6170
3fa4955bf40069eb,3fc5c6dce4f656d8,3fc5c5c820a81edb,3f8da2ef265b3b08,3f4ae466985ad9b5
3fa4955bf40069eb,3fc629d42f6a0fc3,3fc628b06a88a839,3f8eb2aac70ca6af,3f4c59927c0522d5
3fa4955bf40069eb,3fc68ccb79ddc8af,3fc68b982c14ed9d,3f8fc72df35aa963,3f4ddbfd79de6f74
3fa4955bf40069eb,3fc6efc2c451819a,3fc6ee7f62ec6f7a,3f90703c52500879,3f4f6be2b1e972ff
3fa4955bf40069eb,3fc752ba0ec53a85,3fc751660caeb19c,3f90ff456a0d21da,3f5084bea1eafafe
3fa4955bf40069eb,3fc7b5b15938f372,3fc7b44c26fb3b33,3f9190b23d74a056,3f515a84277fb521
3fa4955bf40069eb,3fc818a8a3acac5d,3fc81731af7196df,3f922482c907cfd0,3f52375f7935bf90
3fa4955bf40069eb,3fc87b9fee206548,3fc87a16a3b152c4,3f92bab7093948b6,3f531b6e26645aec
3fa4955bf40069eb,3fc8de9738941e34,3fc8dcfb015a0096,3f93534efa6cf007,3f5406cdbe367ae2
3fa4955bf40069eb,3fc9418e8307d71f,3fc93fdec60b35a4,3f93ee4a98f7f76a,3f54f99bcfaa1045
3fa4955bf40069eb,3fc9a485cd7b900a,3fc9a2c1ef648aee,3f948ba9e120dd51,3f55f3f5e98f534d
3fa4955bf40069eb,3fca077d17ef48f6,3fca05a47b059d2e,3f952b6ccf1f6d00,3f56f5f99a880dab
3fa4955bf40069eb,3fca6a74626301e2,3fca6886668e0cea,3f95cd935f1cbeb0,3f57ffc47106e4b7
3fa4955bf40069eb,3fcacd6bacd6bace,3fcacb67af9d7e7d,3f96721d8d33379f,3f591173fb4ea394
3fa4955bf40069eb,3fcb3062f74a73b9,3fcb2e4853d39a2d,3f97190b556e8a2a,3f5a2b25c7718559
3fa4955bf40069eb,3fcb935a41be2ca4,3fcb912850d00c35,3f97c25cb3cbb5ec,3f5b4cf763507f4c
3fa4955bf40069eb,3fcbf6518c31e58f,3fcbf407a43284d5,3f986e11a43907cd,3f5c77065c9a8afd
3fa4955bf40069eb,3fcc5948d6a59e7b,3fcc56e64b9ab863,3f991c2a22961a24,3f5da97040cbf076
3fa4955bf40069eb,3fccbc4021195766,3fccb9c444a85f52,3f99cca62ab3d4c4,3f5ee4529d2d906d
3fa4955bf40069eb,3fcd1f376b8d1053,3fcd1ca18cfb364b,3f9a7f85b8546d26,3f6013e57f6a173e
3fa4955bf40069eb,3fcd822eb600c93e,3fcd7f7e2232fe2f,3f9b34c8c72b6671,3f60b9fb794fdd9c
3fa4955bf40069eb,3fcde52600748229,3fcde25a01ef7c35,3f9bec6f52dd91a4,3f61647a029d4f3f
3fa4955bf40069eb,3fce481d4ae83b15,3fce453529d079ed,3f9ca67957010dad,3f62136fe18c80d5
3fa4955bf40069eb,3fceab14955bf400,3fcea80f9775c550,3f9d62e6cf1d477a,3f62c6ebdc3c0cd2
3fa4955bf40069eb,3fcf0e0bdfcfaceb,3fcf0ae9487f30d6,3f9e21b7b6aafa24,3f637efcb8aeb8a6
3fa4955bf40069eb,3fcf71032a4365d7,3fcf6dc23a8c937b,3f9ee2ec09142f01,3f643bb13ccb19c4
3fa4955bf40069eb,3fcfd3fa74b71ec3,3fcfd09a6b3dc8d3,3f9fa683c1b43dc0,3f64fd182e5b3ac9
3fa4955bf40069eb,3fd01b78df956bd7,3fd019b8ec19588c,3fa0363f6debe644,3f65c340530c4095
3fa4955bf40069eb,3fd04cf484cf484d,3fd04b243f85989d,3fa09a6ea95e680c,3f668e38706e0f6b
3fa4955bf40069eb,3fd07e702a0924c3,3fd07c8f2eb39974,3fa0ffcf90c945f1,3f675e0f4bf2f00d
3fa4955bf40069eb,3fd0afebcf430138,3fd0adf9b8735251,3fa1666221bcc910,3f6832d3aaef34dd
3fa4955bf40069eb,3fd0e167747cddae,3fd0df63db94bce9,3fa1ce2659c1e202,3f690c945298df04
3fa4955bf40069eb,3fd112e319b6ba24,3fd110cd96e7d561,3fa2371c365a28e5,3f69eb6008074384
3fa4955bf40069eb,3fd1445ebef0969a,3fd14236e93c9a63,3fa2a143b4ffdd67,3f6acf459032b061
3fa4955bf40069eb,3fd175da642a730f,3fd1739fd1630d1a,3fa30c9cd325e6e1,3f6bb853aff411c2
3fa4955bf40069eb,3fd1a75609644f85,3fd1a5084e2b3142,3fa379278e37d461,3f6ca6992c049726
3fa4955bf40069eb,3fd1d8d1ae9e2bfb,3fd1d6705e650d2a,3fa3e6e3e399dcb7,3f6d9a24c8fd5865
3fa4955bf40069eb,3fd20a4d53d80870,3fd207d800e0a9bb,3fa455d1d0a8de82,3f6e93054b56fae2
3fa4955bf40069eb,3fd23bc8f911e4e6,3fd2393f346e1286,3fa4c5f152ba6053,3f6f9149776956cf
3fa4955bf40069eb,3fd26d449e4bc15c,3fd26aa5f7dd55c3,3fa53742671c90a5,3f704a8008b58e11
3fa4955bf40069eb,3fd29ec043859dd2,3fd29c0c49fe845b,3fa5a9c50b1645fe,3f70cf1beeb8bbed
3fa4955bf40069eb,3fd2d03be8bf7a48,3fd2cd7229a1b1f2,3fa61d793be6fef7,3f71567fcfb7dc91
3fa4955bf40069eb,3fd301b78df956bd,3fd2fed79596f4eb,3fa6925ef6c6e253,3f71e0b30d9b7b35
3fa4955bf40069eb,3fd3333333333333,3fd3303c8cae6674,3fa7087638e6bf0f,3f726dbd0a3ad95d
3fb205ffcb0aa75c,3f50624dd2f1a9fc,3f50624dcfb7f4e9,3ea0c6f79f0f2a71,3de6e80fded97520
3fb205ffcb0aa75c,3f70777cc33387ef,3f70777c8ecf07d0,3ee0f275bf15a737,3e47415c4fa84eb9
3fb205ffcb0aa75c,3f7cd66611aaa55f,3f7cd664f8451d8a,3ef9fcce96916445,3e6f39c34ee804d5
3fb205ffcb0aa75c,3f849aa7b010e168,3f849aa615837fd1,3f0a887912ac5c92,3e86c75fab7ef124
3fb205ffcb0aa75c,3f8aca1c574c7020,3f8aca18d0e5be34,3f166d691a07f3f3,3e9908bb3559e0f6
3fb205ffcb0aa75c,3f907cc87f43ff6b,3f907cc535d25d36,3f20fd5c7a830439,3ea757d22ac3733e
3fb205ffcb0aa75c,3f939482d2e1c6c8,3f93947d518df892,3f27f615ceecb6b4,3eb38c6d2b36d45b
3fb205ffcb0aa75c,3f96ac3d267f8e24,3f96ac349a5376f7,3f3010701f91f331,3ebe5a0d51eeab87
3fb205ffcb0aa75c,3f99c3f77a1d5580,3f99c3eaeed0a714,3f34beddb994dfcf,3ec6458dd68d7f58
3fb205ffcb0aa75c,3f9cdbb1cdbb1cdb,3f9cdba02db361de,3f3a0653830ee4e9,3ecf4af51de5cb3a
3fb205ffcb0aa75c,3f9ff36c2158e437,3f9ff35435a98bfb,3f3fe6d1431ef5df,3ed53c32b4e4dcb4
3fb205ffcb0aa75c,3fa185933a7b55ca,3fa1858372b08b93,3f43302b5d399c10,3edc0483c6e37ebd
3fb205ffcb0aa75c,3fa31170644a3978,3fa3115c0dc401ca,3f46b971d1a482e2,3ee20e0110ec85e6
3fb205ffcb0aa75c,3fa49d4d8e191d26,3fa49d33db6630b1,3f4a8f3bd8b6784d,3ee6d0210a4a3ba3
3fb205ffcb0aa75c,3fa6292ab7e800d4,3fa6290acaee28fb,3f4eb189491d62a3,3eec576bef455abf
3fb205ffcb0aa75c,3fa7b507e1b6e481,3fa7b4e0cbb304b3,3f51902cfb2763ae,3ef15955eba6027a
3fb205ffcb0aa75c,3fa940e50b85c830,3fa940b5cd0be7f6,3f53edd6d843e687,3ef4f85568705594
3fb205ffcb0aa75c,3faaccc23554abde,3faacc89be500199,3f5671c222669ea1,3ef91019707d5a7f
3fb205ffcb0aa75c,3fac589f5f238f8b,3fac585c8ed68be8,3f591beebe75c360,3efda807013394b5
3fb205ffcb0aa75c,3fade47c88f2733a,3fade42e2df6cd59,3f5bec5c8fbb5feb,3f0163c1894a55d0
3fb205ffcb0aa75c,3faf7059b2c156e7,3faf6ffe8b081936,3f5ee30b77e55452,3f043af94b76df8c
3fb205ffcb0aa75c,3fb07e1b6e481d4b,3fb07de6cab0e830,3f60fffdab82ab74,3f075d5d3d43de2e
3fb205ffcb0aa75c,3fb1440a032f8f22,3fb143cd9e2db0f7,3f62a19605c87ac3,3f0ace9fd1abd97b
3fb205ffcb0aa75c,3fb209f8981700f9,3fb209b3b7a625fb,3f64564eb930cb84,3f0e927378579515
3fb205ffcb0aa75c,3fb2cfe72cfe72d0,3fb2cf990ec60e19,3f661e27b35a3e60,3f1156454ebb1da2
3fb205ffcb0aa75c,3fb395d5c1e5e4a7,3fb3957d9b39385b,3f67f920e11561ff,3f13904bd4cac3f7
3fb205ffcb0aa75c,3fb45bc456cd567e,3fb45b6154ab7c55,3f69e73a2e64b3da,3f15f92680bcf9d5
3fb205ffcb0aa75c,3fb521b2ebb4c855,3fb5214432c8ba7b,3f6be873867ca110,3f1892ae82fb6f83
