X,beta,r0,eta0,zeta0,Xout
dt=3fb604e3e700545d
3fcb77139a2f6585,40049536202ecfba,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe1ad1e7500f56e
3fd0775e802572fb,40049536202ecfba,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe28179809d15dc
3fd3333333333333,40049536202ecfba,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe35a0860b295ed
3f50624dd2f1a9fc,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fdb8eec5053c871
3fa661b807058f11,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fdd0c12b85a4288
3fb6202ecfb9c869,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fde92248e737508
3fc087c0cdf864a5,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe0103184885b06
3fc5ff6a3413e515,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe0db0785463907
3fcb77139a2f6585,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe1a93211e3ceab
3fd0775e802572fb,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe27a4917b2695d
3fd3333333333333,4007ffffffffffff,3fc999999999999a,bfd0000000000000,bfbb6db6db6db6dc,3fe34dda7249807d
3f50624dd2f1a9fc,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fdb8eebfe13ba54
3fa661b807058f11,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fdd09f13db6ae2e
3fb6202ecfb9c869,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fde8aeb7537666c
3fc087c0cdf864a5,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fe0097374448a44
3fc5ff6a3413e515,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fe0d19f4b48858a
3fcb77139a2f6585,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fe19edd88699b37
3fd0775e802572fb,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fe27260880c37eb
3fd3333333333333,3f847ae147ae147b,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fe34dcd01bfb6cf
3f50624dd2f1a9fc,3fdbfa2608c6f2d6,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fdb8eebfe093328
3fa661b807058f11,3fdbfa2608c6f2d6,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fdd09e3559b54af
3fb6202ecfb9c869,3fdbfa2608c6f2d6,3fc999999999999a,bfd0000000000000,bfa2492492492494,3fde8a7ba515177c
